Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
CALL0000307,Martha,2022-01-03,15:09:05,Contract related,N,N,104,0:00:07,2
CALL0000308,Greg,2022-01-03,08:46:55,Admin Support,Y,N,58,0:01:46,5
CALL0000309,Dan,2022-01-03,10:08:00,Contract related,Y,Y,71,0:04:40,4
CALL0000310,Jim,2022-01-03,11:17:28,Admin Support,Y,Y,60,0:04:57,5
CALL0000311,Greg,2022-01-03,18:12:29,Admin Support,Y,Y,19,0:03:25,4
CALL0000312,Diane,2022-01-03,12:28:12,Streaming,Y,Y,51,0:09:51,4
CALL0000313,Becky,2022-01-03,10:47:17,Payment related,Y,Y,70,0:01:16,4
CALL0000314,Greg,2022-01-03,20:00:14,Contract related,Y,Y,65,0:09:54,5
CALL0000315,Joe,2022-01-03,20:34:00,Technical Support,Y,Y,51,0:08:22,4
CALL0000316,Martha,2022-01-03,13:20:52,Admin Support,Y,Y,86,0:07:42,5
CALL0000317,Becky,2022-01-03,13:17:25,Streaming,Y,Y,52,0:05:48,2
CALL0000318,Diane,2022-01-03,12:33:33,Technical Support,Y,Y,89,0:07:51,4
CALL0000319,Martha,2022-01-03,16:29:29,Payment related,Y,Y,83,0:07:11,5
CALL0000320,Dan,2022-01-03,11:36:13,Admin Support,Y,Y,49,0:01:47,4
CALL0000321,Joe,2022-01-03,17:47:33,Payment related,Y,Y,12,0:05:40,5
CALL0000322,Jim,2022-01-03,12:42:55,Contract related,Y,Y,39,0:02:23,3
CALL0000323,Joe,2022-01-03,20:31:32,Admin Support,Y,Y,44,0:01:06,4
CALL0000324,Becky,2022-01-03,14:43:38,Contract related,Y,Y,69,0:08:26,3
CALL0000325,Greg,2022-01-03,08:27:30,Admin Support,Y,Y,44,0:04:03,4
CALL0000326,Becky,2022-01-03,11:00:59,Admin Support,Y,Y,106,0:01:49,3
CALL0000327,Diane,2022-01-03,16:36:05,Technical Support,Y,Y,39,0:09:42,4
CALL0000328,Dan,2022-01-03,12:25:55,Admin Support,Y,Y,81,0:01:00,5
CALL0000329,Jim,2022-01-03,12:46:38,Payment related,Y,Y,67,0:06:17,4
CALL0000330,Jim,2022-01-03,13:03:10,Payment related,Y,N,90,0:06:38,5
CALL0000331,Diane,2022-01-03,11:45:31,Streaming,Y,N,60,0:08:44,5
CALL0000332,Diane,2022-01-03,13:18:18,Streaming,Y,Y,59,0:01:00,4
CALL0000333,Dan,2022-01-03,20:19:28,Streaming,Y,Y,40,0:07:24,5
CALL0000334,Stewart,2022-01-03,10:06:13,Contract related,Y,Y,79,0:04:55,3
CALL0000335,Joe,2022-01-03,15:38:13,Payment related,Y,Y,83,0:05:53,3
CALL0000336,Joe,2022-01-03,20:38:40,Payment related,Y,Y,53,0:02:15,4
CALL0000337,Jim,2022-01-03,08:41:12,Admin Support,Y,Y,98,0:01:52,3
CALL0000338,Joe,2022-01-03,08:20:29,Contract related,Y,Y,84,0:06:46,4
CALL0000339,Becky,2022-01-03,09:03:32,Admin Support,Y,Y,89,0:09:33,4
CALL0000340,Joe,2022-01-03,12:47:25,Admin Support,Y,Y,70,0:09:29,3
CALL0000341,Stewart,2022-01-03,10:50:19,Payment related,Y,Y,77,0:07:33,4
CALL0000342,Dan,2022-01-03,18:36:12,Streaming,Y,Y,106,0:04:15,4
CALL0000343,Dan,2022-01-03,09:23:43,Contract related,Y,Y,131,0:07:04,4
CALL0000344,Martha,2022-01-03,18:01:32,Technical Support,Y,Y,7,0:06:23,4
CALL0000345,Martha,2022-01-03,20:28:09,Contract related,Y,Y,42,0:04:28,5
CALL0000346,Becky,2022-01-03,14:33:58,Contract related,Y,N,31,0:04:30,4
CALL0000347,Stewart,2022-01-03,20:41:10,Admin Support,Y,Y,39,0:02:12,4
CALL0000348,Becky,2022-01-03,18:35:11,Streaming,Y,Y,84,0:08:22,4
CALL0000349,Diane,2022-01-03,14:01:29,Admin Support,Y,Y,65,0:03:11,5
CALL0000350,Becky,2022-01-03,16:42:37,Streaming,Y,Y,90,0:01:18,4
CALL0000351,Greg,2022-01-03,13:06:53,Technical Support,Y,Y,98,0:09:33,5
CALL0000352,Greg,2022-01-03,16:45:57,Contract related,Y,Y,62,0:02:13,1
CALL0000353,Becky,2022-01-03,09:38:13,Payment related,Y,N,5,0:05:27,4
CALL0000354,Becky,2022-01-03,17:49:45,Admin Support,Y,Y,77,0:03:45,2
CALL0000355,Dan,2022-01-03,14:49:26,Payment related,Y,Y,37,0:03:39,4
CALL0000356,Dan,2022-01-03,13:55:27,Technical Support,Y,Y,55,0:06:04,2
CALL0000357,Becky,2022-01-03,10:30:43,Contract related,Y,Y,30,0:09:02,3
CALL0000358,Diane,2022-01-03,20:18:06,Admin Support,Y,Y,67,0:05:48,4
CALL0000359,Diane,2022-01-03,14:49:26,Contract related,Y,Y,64,0:04:24,4
CALL0000360,Greg,2022-01-03,17:11:01,Contract related,Y,Y,14,0:05:26,4
CALL0000361,Joe,2022-01-03,13:54:05,Admin Support,Y,Y,76,0:01:31,4
CALL0000362,Jim,2022-01-03,11:02:50,Streaming,N,N,103,0:00:38,3
CALL0000363,Jim,2022-01-03,10:57:07,Admin Support,Y,Y,35,0:08:50,5
CALL0000364,Stewart,2022-01-03,14:01:59,Streaming,Y,Y,45,0:01:15,2
CALL0000365,Martha,2022-01-03,15:49:53,Streaming,Y,Y,92,0:08:53,3
CALL0000366,Jim,2022-01-03,15:56:48,Payment related,Y,Y,56,0:08:25,3
CALL0000367,Stewart,2022-01-03,09:56:32,Streaming,Y,N,52,0:05:59,5
CALL0000368,Greg,2022-01-03,18:07:49,Contract related,Y,Y,109,0:09:19,3
CALL0000369,Martha,2022-01-03,15:42:52,Contract related,Y,Y,38,0:08:26,3
CALL0000370,Diane,2022-01-03,08:18:37,Contract related,Y,N,121,0:01:28,4
CALL0000371,Stewart,2022-01-03,08:07:50,Technical Support,Y,N,122,0:09:49,4
CALL0000372,Becky,2022-01-03,10:31:23,Streaming,Y,Y,112,0:01:12,3
CALL0000373,Dan,2022-01-03,11:02:15,Technical Support,Y,Y,43,0:06:34,4
CALL0000374,Greg,2022-01-03,18:40:13,Technical Support,Y,Y,69,0:03:40,5
CALL0000375,Stewart,2022-01-03,09:50:50,Contract related,Y,Y,97,0:01:08,4
CALL0000376,Dan,2022-01-03,19:22:04,Admin Support,Y,Y,36,0:03:53,4
CALL0000377,Joe,2022-01-03,11:25:10,Technical Support,Y,Y,51,0:06:12,3
CALL0000378,Diane,2022-01-03,09:13:31,Streaming,Y,Y,129,0:01:25,3
CALL0000379,Martha,2022-01-03,17:00:54,Payment related,Y,Y,30,0:08:21,4
CALL0000380,Joe,2022-01-03,13:24:13,Admin Support,Y,N,61,0:09:18,3
CALL0000381,Joe,2022-01-03,11:33:14,Technical Support,Y,Y,55,0:05:59,3
CALL0000382,Dan,2022-01-03,12:27:39,Admin Support,Y,Y,47,0:07:13,1
CALL0000383,Becky,2022-01-03,16:18:01,Payment related,Y,Y,50,0:04:40,4
CALL0000384,Dan,2022-01-03,08:36:50,Contract related,N,N,156,0:00:22,2
CALL0000385,Joe,2022-01-03,10:55:33,Payment related,Y,Y,64,0:03:29,3
CALL0000386,Dan,2022-01-03,19:04:58,Contract related,Y,Y,63,0:08:14,5
CALL0000387,Jim,2022-01-03,17:13:22,Admin Support,Y,Y,75,0:06:40,4
CALL0000388,Jim,2022-01-03,17:04:54,Contract related,Y,Y,82,0:09:21,4
CALL0000389,Dan,2022-01-03,13:18:52,Streaming,Y,N,35,0:06:23,4
CALL0000390,Greg,2022-01-03,12:52:43,Contract related,Y,Y,32,0:07:26,4
CALL0000391,Diane,2022-01-03,09:59:23,Streaming,Y,Y,58,0:04:54,4
CALL0000392,Martha,2022-01-03,09:10:21,Technical Support,Y,N,56,0:09:02,5
CALL0000393,Stewart,2022-01-03,14:59:04,Payment related,Y,Y,87,0:05:44,4
CALL0000394,Martha,2022-01-03,18:12:04,Streaming,Y,Y,116,0:02:50,4
CALL0000395,Jim,2022-01-03,11:53:09,Technical Support,Y,Y,83,0:04:14,4
CALL0000396,Jim,2022-01-03,12:35:43,Admin Support,Y,Y,86,0:04:06,4
CALL0000397,Stewart,2022-01-03,11:39:41,Streaming,Y,Y,83,0:08:09,4
CALL0000398,Diane,2022-01-03,13:57:26,Streaming,N,N,155,0:00:16,3
CALL0000399,Martha,2022-01-03,12:18:45,Technical Support,Y,Y,66,0:05:31,3
CALL0000400,Joe,2022-01-03,19:22:51,Payment related,Y,Y,52,0:07:48,5
CALL0000401,Stewart,2022-01-03,19:32:06,Technical Support,Y,Y,5,0:09:55,4
CALL0000402,Jim,2022-01-03,14:19:35,Contract related,Y,Y,61,0:06:33,5
CALL0000403,Stewart,2022-01-03,15:57:16,Contract related,Y,N,63,0:04:54,5
CALL0000404,Becky,2022-01-03,17:04:26,Admin Support,Y,Y,33,0:07:19,5
CALL0000405,Martha,2022-01-03,12:41:41,Streaming,Y,Y,37,0:01:30,4
CALL0000406,Diane,2022-01-03,20:48:02,Admin Support,Y,N,66,0:03:26,5
CALL0000407,Diane,2022-01-03,16:42:35,Streaming,Y,Y,54,0:05:49,3
CALL0000408,Diane,2022-01-03,17:40:40,Streaming,Y,Y,98,0:07:55,3
CALL0000409,Stewart,2022-01-03,13:13:49,Payment related,Y,Y,64,0:04:46,3
CALL0000410,Stewart,2022-01-03,13:39:41,Contract related,Y,Y,61,0:02:28,4
CALL0000411,Jim,2022-01-03,12:16:01,Admin Support,Y,Y,92,0:07:02,5
CALL0000412,Jim,2022-01-03,11:06:04,Admin Support,Y,N,48,0:03:28,3
CALL0000413,Becky,2022-01-03,19:26:23,Streaming,Y,Y,69,0:07:40,4
CALL0000414,Joe,2022-01-03,14:18:27,Admin Support,Y,Y,63,0:02:07,2
CALL0000415,Martha,2022-01-03,09:53:05,Streaming,N,N,73,0:00:30,1
CALL0000416,Dan,2022-01-03,12:20:40,Streaming,Y,Y,62,0:04:32,4
CALL0000417,Martha,2022-01-03,20:24:35,Admin Support,Y,Y,76,0:05:13,3
CALL0000418,Dan,2022-01-03,14:44:50,Payment related,N,N,137,0:00:33,1
CALL0000419,Martha,2022-01-03,20:27:53,Technical Support,Y,N,51,0:02:37,3
CALL0000420,Stewart,2022-01-03,18:13:07,Streaming,Y,N,62,0:07:02,4
CALL0000421,Joe,2022-01-03,13:24:54,Admin Support,Y,Y,26,0:09:09,4
CALL0000422,Diane,2022-01-03,11:41:58,Payment related,N,N,162,0:00:19,2
CALL0000423,Greg,2022-01-03,12:30:02,Technical Support,Y,Y,75,0:02:48,3
CALL0000424,Joe,2022-01-03,08:02:50,Payment related,Y,Y,70,0:02:35,5
CALL0000425,Stewart,2022-01-03,15:27:45,Payment related,Y,Y,83,0:05:57,3
CALL0000426,Greg,2022-01-03,10:00:55,Streaming,Y,Y,68,0:06:07,3
CALL0000427,Becky,2022-01-03,08:19:19,Contract related,Y,Y,45,0:06:19,4
CALL0000428,Dan,2022-01-03,08:15:49,Contract related,Y,Y,70,0:03:58,4
CALL0000429,Joe,2022-01-03,12:50:46,Payment related,Y,Y,57,0:09:01,4
CALL0000430,Martha,2022-01-03,16:12:59,Streaming,Y,Y,65,0:09:47,4
CALL0000431,Diane,2022-01-03,11:09:00,Payment related,Y,N,64,0:08:35,1
CALL0000432,Stewart,2022-01-03,10:15:33,Contract related,Y,Y,61,0:03:58,5
CALL0000433,Stewart,2022-01-03,08:08:15,Streaming,Y,Y,40,0:01:08,5
CALL0000434,Diane,2022-01-03,19:20:32,Payment related,Y,Y,63,0:02:23,5
CALL0000435,Dan,2022-01-03,18:58:36,Technical Support,Y,Y,32,0:05:02,5
CALL0000436,Dan,2022-01-03,19:07:34,Contract related,Y,N,49,0:09:42,5
CALL0000437,Diane,2022-01-03,11:43:05,Payment related,N,N,135,0:00:41,2
CALL0000438,Jim,2022-01-03,16:57:45,Technical Support,Y,Y,48,0:01:20,4
CALL0000439,Stewart,2022-01-03,11:57:02,Streaming,Y,N,62,0:09:35,4
CALL0000440,Greg,2022-01-04,19:02:42,Streaming,Y,Y,47,0:01:18,4
CALL0000441,Greg,2022-01-04,15:17:40,Contract related,Y,Y,99,0:07:33,5
CALL0000442,Dan,2022-01-04,13:00:52,Contract related,Y,Y,32,0:09:58,4
CALL0000443,Becky,2022-01-04,14:14:34,Payment related,Y,Y,77,0:06:23,2
CALL0000444,Joe,2022-01-04,20:52:40,Admin Support,Y,Y,83,0:04:15,4
CALL0000445,Greg,2022-01-04,09:31:26,Payment related,N,N,186,0:00:08,1
CALL0000446,Dan,2022-01-04,16:21:30,Payment related,Y,Y,80,0:01:14,4
CALL0000447,Jim,2022-01-04,19:43:48,Admin Support,Y,Y,46,0:06:10,5
CALL0000448,Dan,2022-01-04,19:31:56,Streaming,Y,Y,80,0:04:36,4
CALL0000449,Diane,2022-01-04,18:17:21,Streaming,Y,N,103,0:07:04,4
CALL0000450,Stewart,2022-01-04,18:58:19,Payment related,Y,Y,44,0:05:14,3
CALL0000451,Stewart,2022-01-04,19:25:30,Contract related,Y,N,89,0:08:47,3
CALL0000452,Jim,2022-01-04,12:58:30,Admin Support,Y,Y,55,0:04:51,5
CALL0000453,Martha,2022-01-04,11:03:07,Streaming,Y,Y,31,0:03:16,1
CALL0000454,Martha,2022-01-04,08:51:42,Contract related,Y,Y,53,0:07:09,5
CALL0000455,Martha,2022-01-04,17:57:54,Contract related,Y,Y,114,0:02:47,4
CALL0000456,Dan,2022-01-04,08:33:43,Contract related,Y,Y,74,0:02:06,4
CALL0000457,Jim,2022-01-04,19:18:33,Payment related,Y,Y,76,0:09:11,1
CALL0000458,Jim,2022-01-04,17:09:37,Streaming,Y,N,72,0:03:56,2
CALL0000459,Martha,2022-01-04,16:28:49,Streaming,Y,Y,58,0:07:17,4
CALL0000460,Dan,2022-01-04,11:34:22,Technical Support,Y,Y,80,0:09:02,3
CALL0000461,Greg,2022-01-04,14:03:32,Payment related,Y,Y,113,0:09:11,5
CALL0000462,Becky,2022-01-04,11:23:14,Payment related,Y,Y,58,0:05:47,4
CALL0000463,Diane,2022-01-04,12:29:27,Contract related,Y,Y,38,0:09:20,3
CALL0000464,Stewart,2022-01-04,20:48:00,Admin Support,Y,Y,58,0:06:16,5
CALL0000465,Jim,2022-01-04,13:46:59,Payment related,Y,Y,63,0:03:06,5
CALL0000466,Stewart,2022-01-04,17:27:10,Technical Support,Y,Y,84,0:03:36,5
CALL0000467,Joe,2022-01-04,10:20:40,Payment related,Y,Y,29,0:06:37,3
CALL0000468,Martha,2022-01-04,15:50:59,Payment related,N,N,73,0:00:34,1
CALL0000469,Diane,2022-01-04,08:32:21,Admin Support,Y,Y,21,0:03:56,5
CALL0000470,Dan,2022-01-04,16:56:57,Payment related,Y,Y,77,0:03:55,4
CALL0000471,Dan,2022-01-04,13:35:31,Payment related,Y,N,72,0:08:11,4
CALL0000472,Diane,2022-01-04,18:36:34,Contract related,Y,Y,29,0:03:32,3
CALL0000473,Jim,2022-01-04,09:06:18,Contract related,Y,Y,41,0:05:46,1
CALL0000474,Dan,2022-01-04,09:35:48,Streaming,Y,Y,140,0:07:32,3
CALL0000475,Martha,2022-01-04,16:03:24,Streaming,Y,Y,90,0:02:01,5
CALL0000476,Joe,2022-01-04,17:00:53,Payment related,Y,N,58,0:09:17,4
CALL0000477,Diane,2022-01-04,08:35:40,Payment related,Y,Y,52,0:09:44,4
CALL0000478,Stewart,2022-01-04,13:36:14,Payment related,Y,Y,73,0:08:40,1
CALL0000479,Dan,2022-01-04,16:31:02,Contract related,Y,Y,101,0:06:24,4
CALL0000480,Joe,2022-01-04,15:58:40,Contract related,Y,Y,48,0:03:18,4
CALL0000481,Greg,2022-01-04,13:11:38,Contract related,Y,Y,38,0:08:39,4
CALL0000482,Stewart,2022-01-04,10:11:41,Contract related,Y,Y,35,0:08:16,4
CALL0000483,Greg,2022-01-04,20:06:26,Technical Support,Y,Y,46,0:09:20,4
CALL0000484,Martha,2022-01-04,14:44:32,Streaming,Y,Y,58,0:05:16,4
CALL0000485,Dan,2022-01-04,11:51:02,Technical Support,Y,Y,87,0:06:41,5
CALL0000486,Stewart,2022-01-04,19:21:57,Payment related,Y,Y,95,0:05:52,5
CALL0000487,Stewart,2022-01-04,09:59:45,Contract related,Y,Y,67,0:04:22,4
CALL0000488,Jim,2022-01-04,16:06:28,Payment related,Y,Y,6,0:04:31,4
CALL0000489,Greg,2022-01-04,09:54:00,Contract related,Y,N,58,0:05:19,5
CALL0000490,Joe,2022-01-04,11:02:14,Payment related,Y,Y,63,0:08:07,4
CALL0000491,Dan,2022-01-04,13:02:36,Streaming,Y,Y,67,0:01:49,2
CALL0000492,Stewart,2022-01-04,15:05:31,Streaming,N,N,143,0:00:45,1
CALL0000493,Stewart,2022-01-04,17:44:06,Payment related,Y,N,48,0:06:40,3
CALL0000494,Joe,2022-01-04,13:55:53,Payment related,N,N,163,0:00:24,1
CALL0000495,Martha,2022-01-04,15:50:29,Streaming,Y,N,26,0:05:55,3
CALL0000496,Greg,2022-01-04,19:14:28,Streaming,Y,Y,34,0:01:38,4
CALL0000497,Stewart,2022-01-04,08:13:33,Streaming,Y,Y,58,0:05:13,4
CALL0000498,Greg,2022-01-04,11:19:38,Streaming,Y,N,48,0:04:05,4
CALL0000499,Joe,2022-01-04,14:16:53,Admin Support,Y,Y,100,0:01:17,4
CALL0000500,Greg,2022-01-04,17:43:32,Admin Support,Y,Y,93,0:06:10,5
CALL0000501,Joe,2022-01-04,16:43:05,Admin Support,Y,Y,78,0:08:22,4
CALL0000502,Stewart,2022-01-04,15:39:43,Payment related,Y,Y,54,0:07:31,2
CALL0000503,Becky,2022-01-04,10:49:53,Payment related,Y,N,63,0:05:54,3
CALL0000504,Greg,2022-01-04,14:41:21,Payment related,Y,N,61,0:05:51,4
CALL0000505,Stewart,2022-01-04,13:20:30,Contract related,Y,Y,57,0:04:02,4
CALL0000506,Diane,2022-01-04,14:02:15,Technical Support,N,N,78,0:00:23,1
CALL0000507,Martha,2022-01-04,13:14:36,Contract related,N,N,89,0:00:12,1
CALL0000508,Greg,2022-01-04,19:01:26,Streaming,Y,Y,44,0:09:12,4
CALL0000509,Greg,2022-01-04,15:47:00,Contract related,Y,Y,25,0:05:21,4
CALL0000510,Diane,2022-01-04,10:07:48,Streaming,Y,Y,72,0:09:51,5
CALL0000511,Stewart,2022-01-04,11:07:47,Payment related,Y,N,67,0:02:25,4
CALL0000512,Stewart,2022-01-04,10:51:03,Streaming,Y,Y,39,0:08:39,4
CALL0000513,Greg,2022-01-04,14:56:11,Streaming,Y,Y,81,0:04:52,1
CALL0000514,Martha,2022-01-04,19:28:56,Admin Support,Y,Y,62,0:07:56,3
CALL0000515,Dan,2022-01-04,17:42:11,Technical Support,Y,Y,79,0:04:03,4
CALL0000516,Diane,2022-01-04,13:27:42,Payment related,Y,Y,79,0:05:10,5
CALL0000517,Greg,2022-01-04,16:53:32,Payment related,Y,Y,44,0:07:08,3
CALL0000518,Martha,2022-01-04,08:40:13,Streaming,Y,Y,56,0:08:50,3
CALL0000519,Diane,2022-01-04,17:04:45,Admin Support,Y,Y,49,0:08:50,5
CALL0000520,Dan,2022-01-04,20:11:04,Admin Support,Y,Y,40,0:01:50,4
CALL0000521,Jim,2022-01-04,08:47:37,Streaming,N,N,63,0:00:19,2
CALL0000522,Martha,2022-01-04,17:48:17,Admin Support,Y,Y,62,0:01:57,3
CALL0000523,Dan,2022-01-04,08:14:16,Payment related,Y,Y,38,0:04:28,3
CALL0000524,Stewart,2022-01-04,15:45:31,Admin Support,Y,Y,71,0:07:37,4
CALL0000525,Dan,2022-01-04,17:06:45,Admin Support,Y,Y,98,0:05:11,3
CALL0000526,Stewart,2022-01-04,16:47:45,Streaming,Y,Y,76,0:07:25,3
CALL0000527,Greg,2022-01-04,18:12:53,Contract related,N,N,75,0:00:25,2
CALL0000528,Joe,2022-01-04,10:33:40,Admin Support,Y,Y,86,0:02:19,5
CALL0000529,Stewart,2022-01-04,19:15:21,Contract related,Y,Y,71,0:07:22,5
CALL0000530,Stewart,2022-01-04,14:39:34,Streaming,Y,Y,92,0:05:24,5
CALL0000531,Dan,2022-01-04,19:58:11,Payment related,Y,N,80,0:08:36,4
CALL0000532,Diane,2022-01-04,19:00:35,Contract related,Y,Y,38,0:01:32,4
CALL0000533,Joe,2022-01-04,13:11:58,Streaming,Y,Y,83,0:03:06,4
CALL0000534,Stewart,2022-01-04,13:42:19,Streaming,Y,Y,104,0:03:01,5
CALL0000535,Dan,2022-01-04,17:28:00,Contract related,Y,Y,26,0:01:49,5
CALL0000536,Joe,2022-01-04,08:52:16,Contract related,Y,Y,64,0:01:34,5
CALL0000537,Becky,2022-01-04,16:46:34,Streaming,Y,Y,42,0:08:29,5
CALL0000538,Greg,2022-01-04,19:57:15,Admin Support,Y,Y,122,0:02:21,5
CALL0000539,Becky,2022-01-04,18:44:35,Admin Support,Y,Y,77,0:04:54,4
CALL0000540,Greg,2022-01-04,10:31:06,Technical Support,Y,Y,76,0:08:26,3
CALL0000541,Jim,2022-01-04,16:37:02,Payment related,Y,Y,74,0:06:12,4
CALL0000542,Martha,2022-01-04,16:45:23,Payment related,Y,Y,86,0:05:18,4
CALL0000543,Jim,2022-01-04,08:04:13,Streaming,Y,N,53,0:02:51,2
CALL0000544,Diane,2022-01-04,08:15:54,Technical Support,Y,Y,27,0:07:26,5
CALL0000545,Diane,2022-01-04,12:01:37,Contract related,Y,Y,51,0:02:34,4
CALL0000546,Stewart,2022-01-04,14:37:08,Contract related,Y,Y,23,0:02:53,3
CALL0000547,Jim,2022-01-04,09:47:24,Technical Support,Y,Y,32,0:08:59,4
CALL0000548,Diane,2022-01-04,18:30:28,Technical Support,Y,Y,84,0:05:40,4
CALL0000549,Joe,2022-01-04,13:27:23,Admin Support,Y,N,81,0:04:03,3
CALL0000550,Joe,2022-01-04,13:04:44,Streaming,Y,Y,81,0:01:38,4
CALL0000551,Greg,2022-01-04,12:53:38,Admin Support,N,N,131,0:00:09,2
CALL0000552,Joe,2022-01-04,11:51:39,Streaming,Y,Y,99,0:08:39,5
CALL0000553,Dan,2022-01-04,18:51:29,Admin Support,Y,Y,94,0:05:13,4
CALL0000554,Martha,2022-01-04,12:32:41,Technical Support,Y,Y,64,0:04:24,2
CALL0000555,Stewart,2022-01-04,08:37:38,Payment related,Y,Y,32,0:08:57,4
CALL0000556,Diane,2022-01-04,08:36:45,Technical Support,Y,N,45,0:02:47,4
CALL0000557,Dan,2022-01-04,18:50:31,Streaming,Y,Y,65,0:07:32,4
CALL0000558,Jim,2022-01-04,18:38:44,Streaming,Y,Y,69,0:02:17,4
CALL0000559,Greg,2022-01-04,10:05:42,Technical Support,Y,Y,66,0:09:46,5
CALL0000560,Stewart,2022-01-04,18:39:08,Contract related,Y,Y,60,0:03:14,4
CALL0000561,Martha,2022-01-04,19:06:32,Streaming,Y,Y,48,0:02:39,5
CALL0000562,Jim,2022-01-04,15:28:00,Contract related,Y,Y,65,0:05:52,5
CALL0000563,Dan,2022-01-04,10:42:43,Contract related,Y,Y,56,0:08:37,4
CALL0000564,Becky,2022-01-04,19:50:23,Streaming,Y,Y,67,0:01:29,2
CALL0000565,Stewart,2022-01-04,14:40:46,Streaming,Y,Y,25,0:07:53,3
CALL0000566,Joe,2022-01-04,12:05:49,Admin Support,Y,Y,58,0:05:55,5
CALL0000567,Greg,2022-01-04,09:06:35,Contract related,Y,Y,21,0:06:30,5
CALL0000568,Becky,2022-01-04,18:00:00,Technical Support,Y,Y,58,0:02:08,5
CALL0000569,Becky,2022-01-04,12:31:17,Streaming,Y,Y,86,0:03:29,4
CALL0000570,Dan,2022-01-04,19:00:32,Technical Support,Y,Y,53,0:06:56,4
CALL0000571,Stewart,2022-01-04,11:16:12,Contract related,Y,Y,59,0:07:23,5
CALL0000572,Diane,2022-01-04,19:41:22,Streaming,Y,N,66,0:02:37,4
CALL0000573,Diane,2022-01-04,15:49:51,Admin Support,Y,Y,53,0:01:57,5
CALL0000574,Greg,2022-01-04,08:48:36,Technical Support,Y,Y,49,0:01:03,3
CALL0000575,Becky,2022-01-04,10:32:48,Admin Support,Y,Y,90,0:09:07,4
CALL0000576,Martha,2022-01-04,10:20:02,Admin Support,N,N,114,0:00:36,2
CALL0000577,Stewart,2022-01-04,20:18:46,Admin Support,Y,Y,113,0:03:01,4
CALL0000578,Joe,2022-01-04,12:35:46,Streaming,N,N,125,0:00:34,2
CALL0000579,Joe,2022-01-04,18:39:02,Payment related,Y,Y,76,0:09:34,4
CALL0000580,Dan,2022-01-04,09:28:01,Contract related,Y,Y,123,0:09:19,3
CALL0000581,Becky,2022-01-04,20:32:18,Admin Support,Y,Y,52,0:06:19,5
CALL0000582,Stewart,2022-01-04,10:50:50,Streaming,Y,Y,74,0:04:42,4
CALL0000583,Jim,2022-01-04,12:16:40,Streaming,Y,Y,59,0:04:45,5
CALL0000584,Joe,2022-01-04,11:03:28,Contract related,Y,Y,80,0:03:56,4
CALL0000585,Stewart,2022-01-04,13:24:51,Admin Support,Y,Y,85,0:07:35,4
CALL0000586,Stewart,2022-01-04,14:17:45,Technical Support,Y,Y,46,0:01:49,4
CALL0000587,Becky,2022-01-04,17:05:28,Technical Support,Y,Y,36,0:01:35,4
CALL0000588,Martha,2022-01-04,10:45:21,Contract related,Y,Y,74,0:07:54,4
CALL0000589,Martha,2022-01-04,17:57:10,Payment related,Y,Y,76,0:09:30,2
CALL0000590,Diane,2022-01-04,14:43:02,Admin Support,Y,Y,47,0:02:02,4
CALL0000591,Jim,2022-01-04,13:13:24,Contract related,Y,Y,72,0:03:52,4
CALL0000592,Diane,2022-01-04,19:25:49,Payment related,Y,Y,34,0:04:46,5
CALL0000593,Dan,2022-01-04,09:37:10,Contract related,Y,Y,99,0:04:07,1
CALL0000594,Greg,2022-01-04,13:41:09,Streaming,N,N,110,0:00:44,1
CALL0000595,Greg,2022-01-04,08:51:57,Payment related,Y,Y,66,0:05:04,3
CALL0000596,Becky,2022-01-04,11:06:29,Contract related,Y,Y,72,0:01:08,4
CALL0000597,Dan,2022-01-04,18:50:20,Contract related,Y,Y,84,0:08:38,4
CALL0000598,Dan,2022-01-04,15:02:09,Streaming,Y,Y,60,0:05:44,4
CALL0000599,Diane,2022-01-04,14:27:06,Streaming,Y,Y,80,0:01:18,3
CALL0000600,Dan,2022-01-04,16:40:24,Contract related,Y,Y,46,0:04:23,4
CALL0000601,Greg,2022-01-04,17:16:23,Technical Support,Y,Y,80,0:08:29,4
CALL0000602,Joe,2022-01-04,13:23:22,Technical Support,Y,Y,68,0:03:40,4
CALL0000603,Dan,2022-01-04,17:31:53,Admin Support,Y,Y,53,0:05:36,2
CALL0000604,Jim,2022-01-04,08:21:31,Technical Support,Y,Y,57,0:02:22,4
CALL0000605,Dan,2022-01-04,08:45:11,Streaming,Y,Y,100,0:05:55,4
CALL0000606,Stewart,2022-01-04,19:49:32,Payment related,Y,Y,41,0:02:48,4
CALL0000607,Becky,2022-01-04,14:34:46,Technical Support,Y,Y,35,0:03:20,4
CALL0000608,Joe,2022-01-04,08:02:01,Technical Support,Y,Y,59,0:08:31,3
CALL0000609,Greg,2022-01-04,18:04:54,Technical Support,Y,Y,46,0:01:19,1
CALL0000610,Greg,2022-01-04,09:05:08,Streaming,Y,Y,40,0:01:37,4
CALL0000611,Greg,2022-01-04,20:07:38,Streaming,Y,Y,65,0:06:17,3
CALL0000612,Stewart,2022-01-04,17:10:33,Technical Support,Y,Y,62,0:04:29,4
CALL0000613,Dan,2022-01-04,16:33:51,Contract related,Y,Y,54,0:01:10,4
CALL0000614,Diane,2022-01-04,14:45:17,Streaming,Y,Y,103,0:07:40,3
